#separator:Tab
#html:true
#deck:JLPT N2::자동사·타동사 50쌍 (핵심 구분 & 조사 완성)
#tags column:3
#columns:Front	Back	Tags
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #043</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">コップが割れる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">割れる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">割れる（われる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 깨지다 / 갈라지다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 洗い物をしているときに手が滑って、グラスが割れた。</div><div style="font-size:13px; color:#6b7280;">설거지할 때 손이 미끄러져 유리잔이 깨졌다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">割る（わる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 깨다 / 나누다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> オムレツを作るために、ボウルに卵を割る。</div><div style="font-size:13px; color:#6b7280;">오믈렛을 만들기 위해 볼에 달걀을 깬다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 割れる</span> ↔ <span style="color:#2563eb;">を 割る</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜る] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_043 패턴_〜れる_↔_〜る
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #043</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">卵を割る</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">割る</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">割る（わる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 깨다 / 나누다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> オムレツを作るために、ボウルに卵を割る。</div><div style="font-size:13px; color:#6b7280;">오믈렛을 만들기 위해 볼에 달걀을 깬다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">割れる（われる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 깨지다 / 갈라지다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 洗い物をしているときに手が滑って、グラスが割れた。</div><div style="font-size:13px; color:#6b7280;">설거지할 때 손이 미끄러져 유리잔이 깨졌다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 割る</span> ↔ <span style="color:#059669;">が 割れる</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜る] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_043 패턴_〜れる_↔_〜る
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #043</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">オムレツを作るために、ボウルに卵<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>割った。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#2563eb; margin-bottom:12px; text-align:center;">정답: ② を</div><div style="background:#eff6ff; border:1px solid #bfdbfe; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">オムレツ<span style="color:#2563eb; font-weight:700; text-decoration:underline;">を</span>作るために、ボウルに卵を割った。</div><div style="font-size:14px; color:#4b5563;">오믈렛을 만들기 위해 볼에 달걀을 깼다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「割る」는 달걀을 깨거나 나누는 행위의 타동사이므로 목적어에 を를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>落とした皿が粉々に割れてしまった。（떨어뜨린 접시가 산산조각으로 깨졌다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_043 정답_を
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #044</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">ボタンが外れる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">外れる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">外れる（はずれる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 벗겨지다 / 어긋나다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 急いで走ったら、シャツのボタンが外れてしまった。</div><div style="font-size:13px; color:#6b7280;">급하게 뛰었더니 셔츠 단추가 풀려 버렸다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">外す（はずす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 벗기다 / 풀다 / 떼다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 顔を洗うために、かけていた眼鏡を外した。</div><div style="font-size:13px; color:#6b7280;">세수하기 위해 쓰고 있던 안경을 벗었다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 外れる</span> ↔ <span style="color:#2563eb;">を 外す</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜す] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_044 패턴_〜れる_↔_〜す
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #044</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">眼鏡を外す</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">外す</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">外す（はずす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 벗기다 / 풀다 / 떼다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 顔を洗うために、かけていた眼鏡を外した。</div><div style="font-size:13px; color:#6b7280;">세수하기 위해 쓰고 있던 안경을 벗었다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">外れる（はずれる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 벗겨지다 / 어긋나다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 急いで走ったら、シャツのボタンが外れてしまった。</div><div style="font-size:13px; color:#6b7280;">급하게 뛰었더니 셔츠 단추가 풀려 버렸다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 外す</span> ↔ <span style="color:#059669;">が 外れる</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜す] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_044 패턴_〜れる_↔_〜す
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #044</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">急いで走ったら、シャツのボタン<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>外れてしまった。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#059669; margin-bottom:12px; text-align:center;">정답: ① が</div><div style="background:#ecfdf5; border:1px solid #a7f3d0; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">急いで走ったら、シャツのボタン<span style="color:#059669; font-weight:700; text-decoration:underline;">が</span>外れてしまった。</div><div style="font-size:14px; color:#4b5563;">급하게 뛰었더니 셔츠 단추가 풀려 버렸다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「外れる」는 단추나 장치가 풀리는 자동사이므로 주체에 が를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>席を外すときは貴重品を持ち歩く。（자리를 비울 때는 귀중품을 챙긴다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_044 정답_が
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #045</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">涙が流れる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">流れる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">流れる（ながれる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 흐르다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 感動的な映画を見て、自然と涙が流れてきた。</div><div style="font-size:13px; color:#6b7280;">감동적인 영화를 보고 저절로 눈물이 흘러나왔다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">流す（ながす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 흘리다 / 틀다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> リラックスするために、部屋で静かな音楽を流す。</div><div style="font-size:13px; color:#6b7280;">휴식을 취하기 위해 방에서 조용한 음악을 튼다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 流れる</span> ↔ <span style="color:#2563eb;">を 流す</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜す] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_045 패턴_〜れる_↔_〜す
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #045</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">音楽を流す</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">流す</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">流す（ながす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 흘리다 / 틀다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> リラックスするために、部屋で静かな音楽を流す。</div><div style="font-size:13px; color:#6b7280;">휴식을 취하기 위해 방에서 조용한 음악을 튼다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">流れる（ながれる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 흐르다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 感動的な映画を見て、自然と涙が流れてきた。</div><div style="font-size:13px; color:#6b7280;">감동적인 영화를 보고 저절로 눈물이 흘러나왔다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 流す</span> ↔ <span style="color:#059669;">が 流れる</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜す] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_045 패턴_〜れる_↔_〜す
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #045</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">リラックスするために、部屋で静かな音楽<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>流した。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#2563eb; margin-bottom:12px; text-align:center;">정답: ② を</div><div style="background:#eff6ff; border:1px solid #bfdbfe; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">リラックスするために、部屋で静かな音楽<span style="color:#2563eb; font-weight:700; text-decoration:underline;">を</span>流した。</div><div style="font-size:14px; color:#4b5563;">휴식을 취하기 위해 방에서 조용한 음악을 틀었다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「流す」는 음악을 재생하거나 물을 흘려보내는 타동사이므로 목적어에 を를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>川の水がさらさらと流れている。（강물이 졸졸 흐르고 있다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_045 정답_を
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #046</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">雲に隠れる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">隠れる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">隠れる（かくれる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 숨다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 厚い雲の向こうに月が隠れて、あたりが暗くなった。</div><div style="font-size:13px; color:#6b7280;">짙은 구름 너머로 달이 숨어 주위가 어두워졌다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">隠す（かくす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 숨기다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 彼は何か重大な秘密を隠しているように見える。</div><div style="font-size:13px; color:#6b7280;">그는 무언가 중대한 비밀을 숨기고 있는 것처럼 보인다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 隠れる</span> ↔ <span style="color:#2563eb;">を 隠す</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜す] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_046 패턴_〜れる_↔_〜す
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #046</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">秘密を隠す</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">隠す</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">隠す（かくす）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 숨기다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 彼は何か重大な秘密を隠しているように見える。</div><div style="font-size:13px; color:#6b7280;">그는 무언가 중대한 비밀을 숨기고 있는 것처럼 보인다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">隠れる（かくれる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 숨다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 厚い雲の向こうに月が隠れて、あたりが暗くなった。</div><div style="font-size:13px; color:#6b7280;">짙은 구름 너머로 달이 숨어 주위가 어두워졌다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 隠す</span> ↔ <span style="color:#059669;">が 隠れる</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜れる] ↔ 타동사 [〜す] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_046 패턴_〜れる_↔_〜す
